Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,Unicode,Element Type
DsFreeDomainControllerInfo,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreeNameResult,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreePasswordCredentials,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,,function
DsFreeSchemaGuidMap,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsFreeSpnArray,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDcName,Windows 2000,,ADS,,Dsgetdc.h,,Netapi32.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDcSiteCoverage,Windows 2000,,ADS,,Dsgetdc.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetDomainControllerInfo,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetSiteName,Windows 2000,,ADS,,Dsgetdc.h,,Netapi32.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsGetSpn,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsInheritSecurityIdentity,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsIsNTDSOnline,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListDomainsInSite,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListInfoForServer,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListRoles,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListServersForDomainInSite,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListServersInSite,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsListSites,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMakePasswordCredentials,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMakeSpn,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsMapSchemaGuids,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRemoveDsDomain,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRemoveDsServer,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaAdd,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaDel,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaModify,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaSync,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsReplicaSyncAll,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,,function
DsReplicaUpdateRefs,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreEnd,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,,function
DsRestoreGetDatabaseLocations,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestorePrepare,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreRegister,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsRestoreRegisterComplete,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,,function
DsRoleFreeMemory,Windows 2000,,ADS,,Dsrole.h,,Netapi32.dll,,function
DsRoleGetPrimaryDomainInformation,Windows 2000,,ADS,,Dsrole.h,,Netapi32.dll,,function
DsServerRegisterSpn,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsSetAuthIdentity,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsSetCurrentBackupLog,Windows 2000,,ADS,,Ntdsbcli.h,,Ntdsbcli.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsUnBind,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsValidateSubnetName,Windows 2000,,ADS,,Dsgetdc.h,,Netapi32.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
DsWriteAccountSpn,Windows 2000,,ADS,,Ntdsapi.h,,Ntdsapi.dll,Implemented as Unicode and ANSI versions on Windows 2000.,function
ICommonQuery,Windows 2000,,ADS,,Cmnquery.h,,Cmnquery.dll,,interface
IDsAdminCreateObj,Windows 2000,,ADS,,Dsadmin.h,,,,interface
IDsAdminNewObj,Windows 2000,,ADS,,Dsadmin.h,,,,interface
IDsAdminNewObjExt,Windows 2000,,ADS,,Dsadmin.h,,,,interface
IDsAdminNewObjPrimarySite,Windows 2000,,ADS,,Dsadmin.h,,,,interface
IDsBrowseDomainTree,Windows 2000,,ADS,,Dsclient.h,,Dsuiext.dll,,interface
IDsDisplaySpecifier,Windows 2000,,ADS,,Dsclient.h,,Dsuiext.dll,,interface
IDsObjectPicker,Windows 2000,,ADS,,Objsel.h,,Objsel.dll,,interface
IPersistQuery,Windows 2000,,ADS,,Cmnquery.h,,Cmnquery.dll,,interface
IQueryForm,Windows 2000,,ADS,,Cmnquery.h,,Cmnquery.dll,,interface
CQFORM,Windows 2000,,ADS,,Cmnquery.h,,,Declared as Unicode and ANSI structures.,structure
CQPAGE,Windows 2000,,ADS,,Cmnquery.h,,,Declared as Unicode and ANSI structures.,structure
DOMAIN_CONTROLLER_INFO,Windows 2000,,ADS,,Dsgetdc.h,,,Declared as Unicode and ANSI structures.,structure
DOMAINDESC,Windows 2000,,ADS,,Dsclient.h,,,,structure
DOMAINTREE,Windows 2000,,ADS,,Dsclient.h,,,,structure
DS_DOMAIN_CONTROLLER_INFO_1,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_DOMAIN_TRUSTS,Windows 2000,,ADS,,Dsgetdc.h,,,Declared as Unicode and ANSI structures.,structure
DS_NAME_RESULT,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_NAME_RESULT_ITEM,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_REPSYNCALL_ERRINFO,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_REPSYNCALL_SYNC,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_REPSYNCALL_UPDATE,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_SCHEMA_GUID_MAP,Windows 2000,,ADS,,Ntdsapi.h,,,Declared as Unicode and ANSI structures.,structure
DS_SELECTION,Windows 2000,,ADS,,Objsel.h,,,,structure
DS_SELECTION_LIST,Windows 2000,,ADS,,Objsel.h,,,,structure
DSBITEM,Windows 2000,,ADS,,Dsclient.h,,,Declared as Unicode and ANSI structures.,structure
DSBROWSEINFO,Windows 2000,,ADS,,Dsclient.h,,,Declared as Unicode and ANSI structures.,structure
DSCLASSCREATIONINFO,Windows 2000,,ADS,,Dsclient.h,,,,structure
DSCOLUMN,Windows 2000,,ADS,,Dsquery.h,,,,structure
DSDISPLAYSPECOPTIONS,Windows 2000,,ADS,,Dsclient.h,,,,structure
DSOBJECT,Windows 2000,,ADS,,Dsclient.h,,,,structure
DSOBJECTNAMES,Windows 2000,,ADS,,Dsclient.h,,,,structure
DSOP_FILTER_FLAGS,Windows 2000,,ADS,,Objsel.h,,,,structure
DSOP_INIT_INFO,Windows 2000,,ADS,,Objsel.h,,,,structure
DSOP_SCOPE_INIT_INFO,Windows 2000,,ADS,,Objsel.h,,,,structure
DSOP_UPLEVEL_FILTER_FLAGS,Windows 2000,,ADS,,Objsel.h,,,,structure
DSPROPERTYPAGEINFO,Windows 2000,,ADS,,Dsclient.h,,,,structure
DSQUERYCLASSLIST,Windows 2000,,ADS,,Dsquery.h,,,,structure
DSQUERYINITPARAMS,Windows 2000,,ADS,,Dsquery.h,,,,structure
DSQUERYPARAMS,Windows 2000,,ADS,,Dsquery.h,,,,structure
DSROLE_PRIMARY_DOMAIN_INFO_BASIC,Windows 2000,,ADS,,Dsrole.h,,,,structure
DSROLE_UPGRADE_STATUS_INFO,Windows 2000,,ADS,,Dsrole.h,,,,structure
EDB_RSTMAP,Windows 2000,,ADS,,Ntdsbcli.h,,,Declared as Unicode and ANSI structures.,structure
OPENQUERYWINDOW,Windows 2000,,ADS,,Cmnquery.h,,,Declared as Unicode and ANSI structures.,structure
ADS_ACEFLAG_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_ACETYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_AUTHENTICATION_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_CHASE_REFERRALS_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_DEREFENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_DISPLAY_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_ESCAPE_MODE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_FLAGTYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_FORMAT_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_GROUP_TYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_NAME_INITTYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_NAME_TYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_OPTION_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_PREFERENCES_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_PROPERTY_OPERATION_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_RIGHTS_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SCOPEENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SD_CONTROL_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SD_REVISION_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SEARCHPREF_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SECURITY_INFO_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SETTYPE_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_STATUSENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_SYSTEMFLAG_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADS_USER_FLAG_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADSI_DIALECT_ENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADSTYPEENUM,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,enumeration
ADsBuildEnumerator,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsBuildVarArrayInt,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsBuildVarArrayStr,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsEncodeBinaryData,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsEnumerateNext,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsFreeEnumerator,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsGetLastError,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsGetObject,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsOpenObject,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ADsSetLastError,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
AllocADsMem,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
AllocADsStr,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
FreeADsMem,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
FreeADsStr,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ReallocADsMem,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
ReallocADsStr,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Adshlp.h,,ActiveDs.dll,,function
IADs,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsAccessControlEntry,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsAccessControlList,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsAcl,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsADSystemInfo,Windows 2000,Unsupported.,ADSI,,Iads.h,,,,interface
IADsBackLink,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsCaseIgnoreList,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsClass,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsCollection,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsComputer,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsComputerOperations,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsContainer,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsDeleteOps,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsDNWithBinary,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsDNWithString,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsDomain,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsEmail,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsExtension,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsFaxNumber,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsFileService,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsFileServiceOperations,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsFileShare,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsGroup,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsHold,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsLargeInteger,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsLocality,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsMembers,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsNamespaces,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsNameTranslate,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsNetAddress,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsO,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsObjectOptions,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsOctetList,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsOpenDSObject,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsOU,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPath,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPathname,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPostalAddress,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPrintJob,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPrintJobOperations,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPrintQueue,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsPrintQueueOperations,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
IADsProperty,Windows 2000 (or Windows NT 4.0 with DSClient),Windows 95 or later (with DSClient),ADSI,,Iads.h,,,,interface
